Movie Name,Actors,Genre
Halla Bol,Ajay Devgn|Vidya Balan|Pankaj Kapur|Darshan Jariwala|Abhay Bhargav|Shiva Natrajan|Anjan Srivastav|Sulabha Arya|Iqbal Dosani|Deepak Pandit|Sitaram Panchal|Sanjay Mishra|Anupam Shyam|Viju Khote|,Crime|Drama
Bombay to Bangkok,Shreyas Talpade|Lena Christensen|Vijay Maurya|Manmeet Singh|Naseeruddin Shah|,Comedy|Crime|Romance
Tulsi ,Manisha Koirala|Irrfan Khan|,Drama
Sunday ,Ajay Devgn|Ayesha Takia|Arshad Warsi|Irrfan Khan|Leena Sidhu|,Action|Comedy|Mystery
One Two Three,Tusshar Kapoor|Sunil Shetty|Paresh Rawal|Esha Deol|Neetu Chandra|Sameera Reddy|Upen Patel|Tanishaa Mukerji|Mukesh Tiwari|Sanjay Mishra|Vrajesh Hirjee|Manoj Pahwa|Murli Sharma|Ashwin Mushran|,Comedy|Crime
Krazzy 4,Juhi Chawla|Irrfan Khan|Arshad Warsi|Rajpal Yadav|Suresh Menon|Dia Mirza|Rajat Kapoor|,Comedy|Crime|Drama
U Me Aur Hum,Ajay Devgn|Kajol|Sumeet Raghvan|Divya Dutta|Isha Sharvani|Karan Khanna|Aditya Rajput|Anita Wahi|Hazel Croney|Aumckar|,Drama|Romance
Sirf ,Kay Kay Menon|Manisha Koirala|Ranvir Shorey|Sonali Kulkarni|Parvin Dabas|Rituparna Sengupta|Ankur Khanna|Nauheed Cyrusi|,Drama
Tashan ,Akshay Kumar|Saif Ali Khan|Kareena Kapoor|Anil Kapoor|,Action|Drama|Romance
Anamika ,Dino Morea|Minissha Lamba|Koena Mitra|Gulshan Grover|Achint Kaur|Prithvi Zutshi|Vishwajeet Pradhan|Jatin Grewal|,Drama|Romance|Thriller
Jimmy ,Mimoh Chakraborty|,Action|Crime|Drama
Jannat ,Emraan Hashmi|Sonal Chauhan|,Crime|Drama|Romance
Don Muthu Swami,Mithun Chakraborty|,Comedy|Drama
Woodstock Villa,Sikander Kher|Neha Oberoi|Arbaaz Khan|Gulshan Grover|Shakti Kapoor|Sachin Khedekar|Sanjay Dutt|Gaurav Gera|Daya Shankar Pandey|Harry Singh|Yogendra|Mohit Chavan|,Drama|Mystery|Thriller
Mere Baap Pehle Aap,Paresh Rawal|Akshaye Khanna|Genelia D'Souza|Om Puri|Archana Puran Singh|Rajpal Yadav|Manoj Joshi|Naseeruddin Shah|Arzoo Govitrikar|,Comedy|Drama|Romance
Summer ,Ahraz Ahmed|Punit Aneja|Arjan Bajwa|Neetu Chandra|Pradeep Chaudhry|Yuvika Chaudhry|Rasika Dugal|Divya Dutta|Dinkar Gavande|Priyanka Ghose|Vikram Gokhale|Abir Goswami|Smita Hai|Hridaynath Jadhav|,Crime|Drama|Thriller
De Taali,Aftab Shivdasani|Ayesha Takia|Riteish Deshmukh|Rimi Sen|,Comedy|Drama|Romance
Haal-e-Dil,Amita Pathak|Nakuul Mehta|Adhyayan Suman|,Drama|Romance
Thodi Life Thoda Magic,Saahil Chadha|Arbaaz Khan|Daya Shankar Pandey|Achyut Potdar|Anita Raj|Parmeet Sethi|Jackie Shroff|,Drama
Thoda Pyaar Thoda Magic,Saif Ali Khan|Rani Mukerji|Rishi Kapoor|Akshat Chopra|Shriya Sharma|Rachit Sidana|Ayushi Burman|Ameesha Patel|Sharat Saxena|Mahesh Thakur|Razak Khan|Taraana Raja|Yash Belani|Jyoti Gauba|,Comedy|Drama|Family
Via Darjeeling,Kay Kay Menon|Sonali Kulkarni|Parvin Dabas|Vinay Pathak|Rajat Kapoor|Sandhya Mridul|Simone Singh|Prashant Narayanan|Arindam Sil|Prabuddha Banerjee|Rupam Islam|Varsha Krishnani|Rahul Mishra|Sweety Singh|,Drama|Mystery|Thriller
Kismat Konnection,Shahid Kapoor|Vidya Balan|Vishal Malhotra|Om Puri|Himani Shivpuri|Haidar Ali|Shehnaz Anand|Juhi Chawla|Karanvir Bohra|Amit Varma|Dimple Sharma|,Comedy|Drama|Romance
Love Story 2050,Harman Baweja|Priyanka Chopra|Boman Irani|Archana Puran Singh|,Action|Adventure|Drama
Contract ,Adhvik Mahajan|Sakshi Gulati|Amruta Khanvilkar|,Action|Crime|Drama
Mission Istaanbul,Vivek Oberoi|Zayed Khan|Shriya Saran|Shabbir Ahluwalia|Nikitin Dheer|Sunil Shetty|Shweta Bhardwaj|,Action|Adventure|Drama
Money Hai Toh Honey Hai,Govinda|Manoj Bajpayee|Aftab Shivdasani|Upen Patel|Celina Jaitly|Hansika Motwani|Ravi Kishan|Prem Chopra|Kim Sharma|Archana Puran Singh|Sophiya Chaudhary|Shruti Sharma|Esha Deol|,Comedy|Drama
God Tussi Great Ho,Amitabh Bachchan|Salman Khan|Priyanka Chopra|Anupam Kher|Beena Kak|Rukhsar Rehman|,Comedy|Drama|Fantasy
Mumbai Meri Jaan,Paresh Rawal|Kay Kay Menon|Irrfan Khan|Madhavan|Soha Ali Khan|Sachin Pathak|Santosh Juvekar|Kavin Dave|Syed Rizwan Ahmed|Rajesh Bhosle|Saksham Dayma|Aakash|Jeetendra Rai|Sameer Dharmadhikari|,Drama
Maan Gaye Mughal-e-Azam,Mallika Sherawat|Rahul Bose|Paresh Rawal|Kay Kay Menon|,Comedy|Crime|Drama
Rock On!!,Arjun Rampal|Farhan Akhtar|Luke Kenny|Purab Kohli|Prachi Desai|Shahana Goswami|Koel Purie|Nicolette Bird|Sai Gundewar|,Drama|Music
C Kkompany,Tusshar Kapoor|Anupam Kher|Rajpal Yadav|Raima Sen|Mithun Chakraborty|,Comedy|Drama|Thriller
Chamku,Bobby Deol|Priyanka Chopra|Irrfan Khan|Akhilendra Mishra|Deepal Shaw|Ninad Kamat|Danny Denzongpa|Riteish Deshmukh|Rajpal Yadav|Arya Babbar|Mukesh Bhatt|Sulabha Arya|Saifee|Rosa Catalano|,Action|Crime|Thriller
Mukhbiir,Sammir Dattani|Rahul Dev|Om Puri|Alok Nath|Kelly Dorji|Sushant Singh|Raj Zutshi|Raima Sen|Supriya Karnik|Beneka|,Crime|Drama|Mystery
Tahaan,Victor Banerjee|Purav Bhandare|Rahul Bose|Ankush Dubey|Rasika Dugal|Rahul Khanna|Anupam Kher|Fatima Sana Shaikh|,Drama
1920,Rajniesh Duggall|Adah Sharma|Anjori Alagh|Raj Zutshi|Vipin Sharma|Amin Hajee|,Horror|Mystery|Romance
Welcome to Sajjanpur,Shreyas Talpade|Amrita Rao|Ravi Kishan|Ila Arun|Rajeshwari Sachdev|Divya Dutta|Yashpal Sharma|Ravi Jhankal|Lalit Mohan Tiwari|Shri Vallabh Vyas|Masood Akhtar|Daya Shankar Pandey|Satish Sharma|Mangala Kenkre|,Comedy|Drama
Saas Bahu Aur Sensex,Kiron Kher|Farooq Shaikh|Ankur Khanna|Masumeh Makhija|Lillete Dubey|Tanushree Dutta|Sharon Prabhakar|Shehnaz Anand|Mukta Barve|Divyatta Singh|Seema Azmi|Anoushka Anand|Farid Currim|Chirjot Singh Kohli|,Comedy|Drama
Hari Puttar: A Comedy of Terrors,Jackie Shroff|Sarika|Saurabh Shukla|Vijay Raaz|Lillete Dubey|Swini Khara|Ansa Bhatt|Aditya Kapadia|Khurshed Lawyer|Manish C. Pandya|Manmeet Singh|Maya Fauljana|Max Epstein|Mohan Chopra|,Comedy|Drama|Family
Drona ,Jayshree Arora|Veer Arya|Abhishek Bachchan|Jaya Bachchan|Priyanka Chopra|Tatána Fischerová|Gaurav Gupta|Vinay Jain|Karan Veer Mehra|Kay Kay Menon|Akhilendra Mishra|Navneet Nishan|,Action|Adventure|Fantasy
Hello ,Sharman Joshi|Amrita Arora|Sohail Khan|Isha Koppikar|Katrina Kaif|Arbaaz Khan|Salman Khan|Gul Panag|,Drama|Romance
Karzzzz,Himesh Reshammiya|Urmila Matondkar|Shweta Kumar|Dino Morea|Raj Babbar|Danny Denzongpa|Gulshan Grover|Rohini Hattangadi|,Action|Drama|Musical
Heroes ,Sohail Khan|Vatsal Sheth|Amrita Arora|Riya Sen|Mohnish Bahl|Preity Zinta|Salman Khan|Dwij Yadav|Bobby Deol|Sunny Deol|Hrishitaa Bhatt|Dino Morea|Prateeksha Lonkar|Mithun Chakraborty|,Action|Adventure|Comedy
Roadside Romeo,Saif Ali Khan|Kareena Kapoor|Javed Jaffrey|Vrajesh Hirjee|Tanaaz Currim Irani|Suresh Menon|Kiku Sharda|,Adventure|Animation|Comedy
Ek Vivaah... Aisa Bhi,Isha Koppikar|Sonu Sood|,Drama|Romance
Deshdrohi,Kamal Rashid Khan|Gracy Singh|Hrishitaa Bhatt|Zulfi Sayed|Manoj Tiwari|Aman Verma|Mukesh Tiwari|Ranjeet|Avtar Gill|Rozza Catalona|Kim Sharma|,Action|Thriller
Fashion ,Priyanka Chopra|Kangana Ranaut|Mugdha Godse|Arbaaz Khan|Arjan Bajwa|Raj Babbar|Kiran Juneja|Samir Soni|Kitu Gidwani|Suchitra Pillai|Harsh Chhaya|Ashwin Mushran|Pradeep Kharab|Rinku Patel|,Drama
Dasvidaniya,Vinay Pathak|Sarita Joshi|Rajat Kapoor|Saurabh Shukla|Neha Dhupia|Joy Fernandes|Manoylo Svitlana|Gaurav Gera|Suchitra Pillai|Purbi Joshi|Brijendra Kala|Ikhlaq Khan|Sachin Khurana|Chandan Bisht|,Comedy|Drama
Yuvvraaj,Salman Khan|Anil Kapoor|Zayed Khan|Mithun Chakraborty|Katrina Kaif|Boman Irani|Bhupinder Singh|Aushima Sawhney|Sulabha Arya|Aimee Maghera|Jaqueline Garewal|Shyam Mashalkar|Anjan Srivastav|Aparna Kumar|,Comedy|Drama|Romance
Oye Lucky! Lucky Oye!,Abhay Deol|Paresh Rawal|Neetu Chandra|Archana Puran Singh|Manu Rishi Chadha|Richa Chadha|Manjot Singh|Anurag Arora|Amandeep Singh Bakshi|Rajendra Sethi|Rajeev Ailabadi|Nutan Surya|Gurmeet Singh|Ramandeep|,Comedy|Crime|Drama
Oh My God ,Vinay Pathak|Saurabh Shukla|Divya Dutta|Harsh Chhaya|Gaurav Gera|Pubali Sanyal|,Comedy|Drama
Sorry Bhai!,Shabana Azmi|Boman Irani|Sanjay Suri|Sharman Joshi|Chitrangda Singh|Payal Nair|Priyanka Bose|Adrian|Gaurav|Hirak Thakar|Helen|,Comedy|Drama|Romance
Meerabai Not Out,Anupam Kher|Mahesh Manjrekar|Mandira Bedi|Eijaz Khan|Vandana Gupte|Prateeksha Lonkar|Anil Kumble|,Comedy|Drama|Romance
Wafa: A Deadly Love Story,Rajesh Khanna|Shahib Chopra|Laila Khan|Ahad Khan|Diya Hayat|Tinnu Anand|Kainaz|Sudesh Berry|,Drama|Mystery|Romance
Gumnaam – The Mystery,Dino Morea|Mahima Chaudhry|Suman Ranganath|Arun Bali|Razak Khan|Arvind Vaidya|Himayat Ali|Bob Brahmbhatt|Syed Shah|Govind Namdeo|Madan Jain|Nikhil Verma|,Crime|Mystery|Romance
Dil Kabaddi,Irrfan Khan|Rahul Bose|Rahul Khanna|Konkona Sen Sharma|Soha Ali Khan|Payal Rohatgi|Shivani Tanksale|,Comedy|Drama
Bhram,Dino Morea|Milind Soman|Sheetal Menon|Chetan Hansraj|Simone Singh|Sheetal Shah|Roshni Chopra|Deepshika Nagpal|Rajesh Khera|Paintal|Karan Singh Grover|Vishal Watwani|Nawab Shah|Gagan Gupta|,Drama|Mystery|Romance
Hastey Hastey,Jimmy Sheirgill|Rajpal Yadav|Shakti Kapoor|Ann Marie Seall|Nisha Rawal|Sarah Therese Thomas|,Comedy|Drama
Humne Jeena Seekh Liya,Omkar Bhatkar|Siddharth Chandekar|Gaurav Chopra|Mrunmayi Deshpande|Milind Gunaji|Reema Lagoo|Rekha Rao|Pratik Shelar|Rutuja Shinde|Rajsingh Verma|Shri Vallabh Vyas|,Drama
The Last Lear,Amitabh Bachchan|Preity Zinta|Arjun Rampal|Shefali Shah|Jishu Sengupta|Divya Dutta|Shahbaaz Khan|Sudip Mukherjee|Prasenjit Chatterjee|,Drama
1971,Manoj Bajpayee|Ravi Kishan|Deepak Dobriyal|,Action|Drama|War
Aag ,Amitabh Bachchan|Mohanlal|Ajay Devgn|Vinod Jaywant|Prashant Raj|Priyanka Kothari|Sushmita Sen|Sushant Singh|Rajpal Yadav|Gaurav Kapoor|Urmila Matondkar|Suchitra Krishnamoorthi|Sachin|Jeeva|,Action|Adventure|Comedy
Aap Kaa Surroor,Himesh Reshammiya|Hansika Motwani|Mallika Sherawat|Shravan Rathod|Darshan Jariwala|Gurbani|Raj Babbar|Sachin Khedekar|,Drama|Romance|Thriller
Aggar ,Tusshar Kapoor|Udita Goswami|Shreyas Talpade|,Romance|Thriller
Anwar ,Nauheed Cyrusi|Kashish Duggal|Pankaj Jha|Manisha Koirala|Siddharth Koirala|Sanjay Mishra|Sudhir Pandey|Vijay Raaz|Yashpal Sharma|Naval Shukla|Sharat Sonu|Hiten Tejwani|Lalit Tiwari|Rajpal Yadav|,Drama|Romance|Thriller
Aaja Nachle,Madhuri Dixit|Darshan Jariwala|Raghuvir Yadav|Divya Dutta|Dalai|Felix D'Alviella|Vinod Nagpal|Uttara Baokar|Akshaye Khanna|Irrfan Khan|Akhilendra Mishra|Kunal Kapoor|Konkona Sen Sharma|Ranvir Shorey|,Drama|Family|Music
Apne,Dharmendra|Sunny Deol|Bobby Deol|Shilpa Shetty Kundra|Katrina Kaif|Kiron Kher|Victor Banerjee|Javed Sheikh|Aryan Vaid|,Drama|Sport
Awarapan,Emraan Hashmi|Mrinalini Sharma|Ashish Vidyarthi|Ashutosh Rana|,Action|Drama|Romance
Bheja Fry ,Vinay Pathak|Rajat Kapoor|Sarika|Milind Soman|Ranvir Shorey|Bhairavi Goswami|Tom Alter|,Comedy|Drama
Bhool Bhulaiyaa,Akshay Kumar|Vidya Balan|Shiney Ahuja|Ameesha Patel|Paresh Rawal|Rajpal Yadav|,Comedy|Horror|Mystery
Big Brother ,Sunny Deol|Priyanka Chopra|,Action|Crime|Drama
68 Pages,Mouli Ganguly|Joy Sengupta|Jayati Bhatia|Zafar Karachiwala|Uday Sonawane|Abhay Kulkarni|Bakul Thakker|Sherrin Verghese|Ajai Rohilla|Ikhlaq Khan|Mangala Kenkre|Dilnaz Irani|Aastha Jain|Ram Awana|,Drama
Aur Pappu Paas Ho Gaya,Krishna Abhishek|Kashmira Shah|Jackie Shroff|,Comedy
Apna Asmaan,Irrfan Khan|Shobana|Dhruv Piyush Panjuani|Rajat Kapoor|Anupam Kher|,Drama|Sci-Fi
Buddha Mar Gaya,Mona Ambegaonkar|Jitender Bhargava|Birbal|Heenaa Biswas|Prem Chopra|Jayant Gadekar|Manoj Joshi|Mannat Kaur|Pratima Kazmi|Anupam Kher|Khurshed Lawyer|Mahabanoo Mody-Kotwal|Bobby Parvez|Vinay Pathak|,Comedy
Cash ,Ajay Devgn|Sunil Shetty|Zayed Khan|Riteish Deshmukh|Esha Deol|Shamita Shetty|Dia Mirza|Ayesha Takia|,Action|Crime|Thriller
Cheeni Kum,Amitabh Bachchan|Tabu|Paresh Rawal|Zohra Sehgal|Swini Khara|Vinay Jain|,Comedy|Romance
Chhodon Naa Yaar,Jimmy Sheirgill|Kim Sharma|Farid Amiri|Kabir Sadanand|,Thriller
Chak De! India,Shah Rukh Khan|Vidya Malvade|Sagarika Ghatge|Shilpa Shukla|Arya Menon|Seema Azmi|Nisha Nair|Sandia Furtado|Masochon V. Zimik|Kimi Laldawla|Chitrashi Rawat|Shubhi Mehta|Anaitha Nair|Tanya Abrol|,Drama|Family|Sport
Dhamaal,Sanjay Dutt|Riteish Deshmukh|Arshad Warsi|Javed Jaffrey|Aashish Chaudhary|Asrani|Sanjay Mishra|,Action|Adventure|Comedy
Dharm ,Pankaj Kapur|Supriya Pathak|Pankaj Tripathi|Daya Shankar Pandey|Hrishitaa Bhatt|Anany Tripathi|,Drama|History
Bombay to Goa ,Sunil Pal|Raju Srivastava|Vijay Raaz|Ehsaan Qureshi|Aashif Sheikh|Sudhir Pandey|,Action|Adventure|Comedy
Dhokha,Muzamil Ibrahim|Muzammil Ibrahim|Tulip Joshi|Aushima Sawhney|,Action|Drama|Romance
Dil Dosti Etc,Imaaduddin Shah|Shreyas Talpade|Smriti Mishra|Nikita Anand|Raakesh Maudgal|Ishita Sharma|,Comedy|Crime|Drama
Dhol ,Sharman Joshi|Tusshar Kapoor|Kunal Khemu|Rajpal Yadav|Tanushree Dutta|Om Puri|Abhimanyu Singh|,Comedy|Crime|Mystery
Ek Chalis Ki Last Local,Abhay Deol|Neha Dhupia|Amit Mistry|Nawazuddin Siddiqui|Ashok Samarth|Deepak Shirke|Kanan|Snehal Dabi|Vinay Apte|Virendra Saxena|Anuj Sharma|Akhilesh Kumar|Ashwin Mushran|Aashu Mohil|,Adventure|Comedy|Crime
Gandhi My Father,Akshaye Khanna|Darshan Jariwala|Shefali Shah|Bhoomika Chawla|Daniel Janks|Ilanit Shapiro|Mithilesh Chaturvedi|Raj Zutshi|Bomie E. Dotiwala|Greg Viljoen|Rustom Irani|Nayan Shukla|Padmesh Rawal|Dharmendra Gohil|,Biography|Drama|History
Don't Stop Dreaming,Rishi Kapoor|Sunil Shetty|Taz|Michelle Collins|Richard Blackwood|Ronny Jhutti|Matt McCooey|Junior Simpson|,Comedy|Drama
Dus Kahaniyaan,Arbaaz Khan|Mandira Bedi|Sudhanshu Pandey|Jimmy Sheirgill|Masumeh Makhija|Amrita Singh|Parmeet Sethi|Minissha Lamba|Mahesh Manjrekar|Neha Dhupia|Manoj Bajpayee|Dia Mirza|Aftab Shivdasani|Neha Oberoi|,Drama
Eklavya: The Royal Guard,Amitabh Bachchan|Saif Ali Khan|Sanjay Dutt|Vidya Balan|Jackie Shroff|Boman Irani|Jimmy Sheirgill|Raima Sen|Sharmila Tagore|Parikshat Sahni|,Action|Drama|Thriller
Go ,Gautam Gupta|Priyanka Kothari|Kay Kay Menon|Rajpal Yadav|Ravi Kale|Sherveer Vakil|,Crime|Drama|Romance
Gauri: The Unborn,Mohan Azaad|Anupam Kher|Atul Kulkarni|Manasi|Rushita Pandya|Praanav|Rituparna Sengupta|,Drama|Horror|Thriller
Heyy Babyy,Juanna Sanghvi|Akshay Kumar|Fardeen Khan|Riteish Deshmukh|Vidya Balan|Boman Irani|Ricky Sandhu|Shah Rukh Khan|Anupam Kher|Anupam Sharma|Chirag Vohra|Malaika Arora|Minissha Lamba|Amrita Rao|,Comedy|Drama
Guru ,Mithun Chakraborty|Abhishek Bachchan|Aishwarya Rai Bachchan|Madhavan|Vidya Balan|Roshan Seth|Anaushka Dantra|Mallika Sherawat|,Biography|Drama
Honeymoon Travels Pvt. Ltd.,Ranvir Shorey|Dia Mirza|Abhay Deol|Minissha Lamba|Boman Irani|Shabana Azmi|Kay Kay Menon|Raima Sen|Ameesha Patel|Karan Khanna|Sandhya Mridul|Vikram Chatwal|,Comedy|Drama|Romance
Jahan Jaaeyega Hamen Paaeyega,Govinda|Divyaa Dwivedi|Razak Khan|Adi Irani|Jeetu Verma|Mukesh Rishi|Raju Srivastava|Pushpa Verma|Mahesh Raj|Birbal|Anil Dhawan|Narendra Bedi|Shashi Sharma|Joshika Chowksi|,Action|Crime|Drama
Jhoom Barabar Jhoom,Abhishek Bachchan|Preity Zinta|Bobby Deol|Lara Dutta|Amitabh Bachchan|Piyush Mishra|Ameet Chana|Manjit Singh|,Drama|Romance
Jab We Met,Shahid Kapoor|Kareena Kapoor|Tarun Arora|Dara Singh|Pavan Malhotra|Kamal Tiwari|Kiran Juneja|Divya Shah|Saumya Tandon|Nihar Thakkar|Manushka Khisty|F.J. Jussawala|Vishal Om Prakash|Rohini Sahni|,Comedy|Drama|Romance
Good Boy Bad Boy,Tusshar Kapoor|Emraan Hashmi|Isha Sharvani|Tanushree Dutta|Paresh Rawal|Sushmita Mukherjee|Kabir Sadanand|Anang Desai|Prabha Sinha|Rakesh Bedi|Navni Parihar|Madhura Naik|Harry|Tarun|,Comedy|Musical|Romance
Fool & Final,Shahid Kapoor|Ayesha Takia|Vivek Oberoi|Sunny Deol|Sameera Reddy|Jackie Shroff|Paresh Rawal|Johnny Lever|Sharmila Tagore|Om Puri|Arbaaz Khan|Chunky Pandey|Vijay Raaz|Asrani|,Action|Comedy|Crime
Khoya Khoya Chand,Shiney Ahuja|Soha Ali Khan|Rajat Kapoor|Vinay Pathak|Saurabh Shukla|Sonya Jehan|Sushmita Mukherjee|Ashish Ghosh|Haidar Ali|Alka Pradhan|Pradeep Kharab|Yusuf Hussain|Dipannita Sharma|Nitin Murudkar|,Drama|Romance
Johnny Gaddaar,Dharmendra|Rimi Sen|Ashwini Kalsekar|Neil Nitin Mukesh|Vinay Pathak|Zakir Hussain|Dayanand Shetty|Govind Namdeo|Rasika Joshi|Shankar Sachdev|Priyanka Bose|Farah|Radhika|Neeraj Khetrapal|,Crime|Drama|Mystery
Just Married ,Fardeen Khan|Esha Deol|,Comedy|Drama|Romance
Kya Love Story Hai,Tusshar Kapoor|Ayesha Takia|Karan Hukka|Rahul Singh|Shyam Mashalkar|Poonam Gibson|Sujata Kumar|Bikramjeet Kanwarpal|Wilson|Shorty Shoe|John|,Comedy|Drama|Romance
Laaga Chunari Mein Daag,Rani Mukerji|Jaya Bachchan|Konkona Sen Sharma|Kunal Kapoor|Anupam Kher|Abhishek Bachchan|Hema Malini|Murli Sharma|Kamini Kaushal|Harsh Chhaya|Tinnu Anand|Sushant Singh|Taraana Raja|Suchitra Pillai|,Drama|Family|Romance
Life in a... Metro,Dharmendra|Irrfan Khan|Konkona Sen Sharma|Kay Kay Menon|Shilpa Shetty Kundra|Shiney Ahuja|Sharman Joshi|Kangana Ranaut|Nafisa Ali|Vicky Ahuja|Gautam Kapoor|,Comedy|Drama|Romance
Loins of Punjab Presents,Shabana Azmi|Ajay Naidu|Ayesha Dharker|Michael Raimondi|Seema Rahmani|Jameel Khan|Darshan Jariwala|Ishita Sharma|Manish Acharya|Kunaal Roy Kapur|Loveleen Mishra|Kory Bassett|Samrat Chakrabarti|Sanjiv Jhaveri|,Comedy|Music
Manorama Six Feet Under,Abhay Deol|Gul Panag|Raima Sen|Sarika|Kulbhushan Kharbanda|Vinay Pathak|,Crime|Drama|Mystery
Marigold ,Salman Khan|Ali Larter|Nandana Sen|Ian Bohen|Shari Watson|Helen|Vikas Bhalla|Suchitra Pillai|Vijayendra Ghatge|Roopak Saluja|Kiran Juneja|Gulshan Grover|,Comedy|Romance
MP3: Mera Pehla Pehla Pyaar,Menekka Arora|Sarthak Bhasin|Sagar Chawla|Hazel Croney|Dinesh Garg|Gaurav Gera|Neelu Kohli|Sameer Kohli|Ruslaan Mumtaz|Manoj Pahwa|Rinku Patel|Ashiesh Roy|Kanwaljit Singh|Mandira Singh|,Comedy|Drama|Musical
Hattrick ,Nana Patekar|Danny Denzongpa|Paresh Rawal|Kunal Kapoor|Rimi Sen|Prateeksha Lonkar|Asawari Joshi|,Comedy|Drama|Romance
Naqaab,Bobby Deol|Akshaye Khanna|Urvashi Sharma|Vikas Kalantri|Vishal Malhotra|Raj Zutshi|Archana Puran Singh|,Crime|Drama|Romance
Mumbai Salsa,Linda Arsenio|Shaurya Chauhan|Alisha Chinai|Vir Das|Manjari Fadnnis|Ray Irani|Amruta Khanvilkar|Neelam|Indraneil Sengupta|Denzil Smith|,Comedy|Drama
Namastey London,Akshay Kumar|Katrina Kaif|Rishi Kapoor|Clive Standen|Upen Patel|Javed Sheikh|Tiffany Mulheron|Nina Wadia|Shaana Levy|Riteish Deshmukh|,Comedy|Drama|Romance
Nehlle Pe Dehlla,Sanjay Dutt|Bipasha Basu|Saif Ali Khan|Kim Sharma|,Action|Comedy|Crime
Nishabd,Amitabh Bachchan|Jiah Khan|Revathy|Nassar|Shraddha Arya|,Drama
No Smoking ,John Abraham|Ayesha Takia|Paresh Rawal|Ranvir Shorey|Kiku Sharda|Akhauri P. Sinha|Joy Fernandes|Karan Makhija|Megh Pant|,Drama|Mystery|Thriller
Om Shanti Om,Shah Rukh Khan|Arjun Rampal|Kiron Kher|Shreyas Talpade|Deepika Padukone|Bindu|Javed Sheikh|Satish Shah|Nitish Pandey|Yuvika Chaudhry|Shawar Ali|Asawari Joshi|Nassar Abdulla|,Action|Comedy|Drama
Partner ,Salman Khan|Govinda|Lara Dutta|Katrina Kaif|Rajpal Yadav|Ali Haji|Dalip Tahil|Aarti Chhabria|Puneet Issar|Deepshika Nagpal|Suresh Menon|Atul Parchure|Tiku Talsania|Ali Asgar|,Comedy|Drama|Romance
Raqeeb,Rahul Khanna|Sharman Joshi|Tanushree Dutta|Jimmy Sheirgill|,Crime|Drama|Mystery
Nanhe Jaisalmer,Dwij Yadav|Bobby Deol|Sharat Saxena|Vivek Shauq|Rajesh Vivek|Prateeksha Lonkar|Rushita Singh|Vatsal Sheth|Beena Kak|,Comedy|Drama|Family
Life Mein Kabhie Kabhiee,Aftab Shivdasani|Dino Morea|Anuj Sawhney|Nauheed Cyrusi|Anjori Alagh|Raj Zutshi|Koel Purie|,Drama|Thriller
Risk ,Vinod Khanna|Randeep Hooda|Tanushree Dutta|,Action|Crime|Drama
Shakalaka Boom Boom,Bobby Deol|Upen Patel|Celina Jaitly|Kangana Ranaut|,Drama|Musical|Romance
Red Swastik,Sherlyn Chopra|Harsh Chhaya|Deepshika Nagpal|Deep Raj Rana|Kuldeep Mallik|Preeti Koppikar|Rishi Khurana|Manuj Bhaskar|Pankaj Kalra|Yusuf Khan|Ssanjay Swaraaj|Zahid Ali|Rakesh Shrivastav|Mukesh Panchal|,Crime|Drama|Thriller
Salaam-e-Ishq: A Tribute to Love,Salman Khan|Priyanka Chopra|Anil Kapoor|Juhi Chawla|Akshaye Khanna|Ayesha Takia|John Abraham|Vidya Balan|Govinda|Shannon Esra|Sohail Khan|Isha Koppikar|Anjana Sukhani|Kushal Punjabi|,Comedy|Drama|Musical
Saawariya,Rani Mukerji|Ranbir Kapoor|Sonam Kapoor|Salman Khan|Zohra Sehgal|Begum Para|Atheya Chaudhri|Kenneth Desai|Vibha Chhibber|Farida Dadi|Darpan Srivastava|Pravishi Das|Neha Bam|Nupur Alankar|,Drama|Musical|Romance
Say Salaam India,Mandar Jadhav|Milind Soman|Sanjay Suri|Sandhya Mridul|Sachin Khedekar|Manoj Pahwa|Vickeey Ahhuja|Sagar Chawla|,Drama|Sport
Red: The Dark Side,Aftab Shivdasani|Celina Jaitly|Amrita Arora|,Drama|Romance|Thriller
Shootout at Lokhandwala,Amitabh Bachchan|Sanjay Dutt|Sunil Shetty|Arbaaz Khan|Abhishek Bachchan|Vivek Oberoi|Tusshar Kapoor|Rohit Roy|Shabbir Ahluwalia|Dia Mirza|Amrita Singh|Neha Dhupia|Aditya Lakhia|Ravi Gossain|,Action|Crime
Strangers ,Jimmy Sheirgill|Kay Kay Menon|Sonali Kulkarni|Nandana Sen|Kitu Gidwani|,Drama|Romance|Thriller
Swami ,Manoj Bajpayee|Juhi Chawla|Maninder Wasu|Neha Pendse|,Drama
Taare Zameen Par,Darsheel Safary|Aamir Khan|Tisca Chopra|Vipin Sharma|Sachet Engineer|Tanay Chheda|Lalitha Lajmi|Girija Oak|Ravi Khanvilkar|Pratima Kulkarni|Meghna Malik|Sonali Sachdev|Sanjay Dadich|Raaj Gopal Iyer|,Drama|Family
Ta Ra Rum Pum,Saif Ali Khan|Rani Mukerji|Javed Jaffrey|Ali Haji|Angelina Idnani|Mayank Amin|,Family|Romance|Sport
Speed ,Urmila Matondkar|Sanjay Suri|Zayed Khan|Aftab Shivdasani|Aashish Chaudhary|Sophiya Chaudhary|Tanushree Dutta|,Action|Crime|Thriller
